id;product_name;cat_name;num;path;img;exp
75;Бузина nigra Laciniata, 50-70см;Лиственные;62;bush_list/;;.jpg
76;Бузина красная,5-6лет;Лиственные;63;bush_list/;;.jpg
77;Бузина чёрная Aurea,3-4года;Лиственные;64;bush_list/;;.jpg
78;Вейгела Eva Rathke 40-60;Лиственные;65;bush_list/;;.jpg
79;Вейгела Nana Variegata, 30-50см;Лиственные;66;bush_list/;;.jpg
80;Вейгела Rumba, 30-50см;Лиственные;67;bush_list/;;.jpg
81;Вейгела Styriaca, 60-80см;Лиственные;68;bush_list/;;.jpg
82;Вейгела Boskoop Glory, 50-70см;Лиственные;69;bush_list/;;.jpg
83;Вейгела Bristol Ruby, 30-50см;Лиственные;70;bush_list/;;.jpg
84;Вейгела CARNAVAL , 20-40см;Лиственные;71;bush_list/;;.jpg
85;Вейгела decora, 70-90см;Лиственные;72;bush_list/;;.jpg
86;Вейгела florida Nana Purpurea 40-60;Лиственные;73;bush_list/;;.jpg
87;Вейгела florida Nana Purpurea, 40-60см;Лиственные;74;bush_list/;;.jpg
88;Вишня serrulata Amanogawa, 2-3м;Лиственные;75;bush_list/;;.jpg
89;Вишня virginiana Shubert, 40-60см;Лиственные;76;bush_list/;;.jpg
90;Гортензия arborescens Annabelle, 20-40см;Лиственные;77;bush_list/;;.jpg
91;Гортензия arborescens Annabelle, 40-60;Лиственные;78;bush_list/;;.jpg
92;Гортензия arborescens Hayes Starburst 40-60;Лиственные;79;bush_list/;;.jpg
93;Гортензия paniculata Grandiflora 20-40;Лиственные;80;bush_list/;;.jpg
94;Гортензия paniculata Grandiflora 50-70;Лиственные;81;bush_list/;;.jpg
95;Гортензия paniculata GREAT STAR Le Vaste 30-50;Лиственные;82;bush_list/;;.jpg
96;Гортензия paniculata Limelight 20-40;Лиственные;83;bush_list/;;.jpg
97;Гортензия paniculata Limelight, 20-40см;Лиственные;84;bush_list/;;.jpg
98;Гортензия paniculata Limelight, 40-60;Лиственные;85;bush_list/;;.jpg
99;Гортензия paniculata Phantom 20-40;Лиственные;86;bush_list/;;.jpg
100;Гортензия paniculata Phantom 60-80;Лиственные;87;bush_list/;;.jpg
101;Гортензия paniculata Pink Diamond 40-60;Лиственные;88;bush_list/;;.jpg
102;Гортензия paniculata Pinky Winky 30-50;Лиственные;89;bush_list/;;.jpg
103;Гортензия paniculata SUNDAE FRAISE 20-40;Лиственные;90;bush_list/;;.jpg
104;Гортензия paniculata Tardiva, 40-60см;Лиственные;91;bush_list/;;.jpg
105;Гортензия paniculata Unigue, 30-50см;Лиственные;92;bush_list/;;.jpg
106;Гортензия paniculata VANILLE FRAISE Renhy 30/50;Лиственные;93;bush_list/;;.jpg
107;Гортензия paniculata VANILLE FRAISE Renhy 20-40;Лиственные;94;bush_list/;;.jpg
108;Гортензия paniculata Wim's Red 20-40;Лиственные;95;bush_list/;;.jpg
109;Дейция,Plena, 20-40см;Лиственные;96;bush_list/;;.jpg
110;Дерен alba Argenteomarginata, 40-60 см;Лиственные;97;bush_list/;;.jpg
111;Дерен alba Argenteomarginata, 60-80см1;Лиственные;98;bush_list/;;.jpg
112;Дерен alba Argenteomarginata, 60-80см2;Лиственные;99;bush_list/;;.jpg
113;Дерен alba Aurea, 60-80cм;Лиственные;100;bush_list/;;.jpg
114;Дерен alba Aurea, 80-100 cм;Лиственные;101;bush_list/;;.jpg
115;Дерен alba Aurea, 40-60 см;Лиственные;102;bush_list/;;.jpg
116;Дерен alba Bailhalo IVORY HALO 20-40;Лиственные;103;bush_list/;;.jpg
117;Дерен alba Bailyalo IVORY YALO 40-60;Лиственные;104;bush_list/;;.jpg
118;Дерен alba Elegantissima 60-80;Лиственные;105;bush_list/;;.jpg
119;Дерен alba Elegantissima Pa, С18, 150-200cм;Лиственные;106;bush_list/;;.jpg
120;Дерен alba Elegantissima, 20-40cм;Лиственные;107;bush_list/;;.jpg
121;Дерен alba Kesseleringii, 1-1,4м;Лиственные;108;bush_list/;;.jpg
122;Дерен alba Sibirica Varieagata 30-50;Лиственные;109;bush_list/;;.jpg
123;Дерен alba Sibirica Varieagata, 20-40cм;Лиственные;110;bush_list/;;.jpg
124;Дерен alba Spaethii 30-50;Лиственные;111;bush_list/;;.jpg
125;Дерен alba Spaethii 40-60;Лиственные;112;bush_list/;;.jpg
126;Дерен sanguinea Magic Flame, 20-40cм;Лиственные;113;bush_list/;;.jpg
127;Дерен белый сибирский,3-4года;Лиственные;114;bush_list/;;.jpg
128;Дерен белый сибирский,5-6лет;Лиственные;115;bush_list/;;.jpg
129;Дерен диаболо, 80-100см;Лиственные;116;bush_list/;;.jpg
130;Дерен жёлтый, 50-60см;Лиственные;117;bush_list/;;.jpg
131;Дерен отпрысковый (мелколистный),2-3года;Лиственные;118;bush_list/;;.jpg
132;Жимолость nitida Maigrun, 20-30см;Лиственные;119;bush_list/;;.jpg
133;Жимолость nitida Maigrun, 30-50см;Лиственные;120;bush_list/;;.jpg
134;Жимолость tatarica Arnold Red, 30-60см;Лиственные;121;bush_list/;;.jpg
135;Жимолость сортовая, 2года;Лиственные;122;bush_list/;;.jpg
136;Жимолость сортовая, 3года;Лиственные;123;bush_list/;;.jpg
137;Жимолость татарская Розеа;Лиственные;124;bush_list/;;.jpg
138;Жимолость татарская, 3года;Лиственные;125;bush_list/;;.jpg
139;Ирга (сортовая)1;Лиственные;126;bush_list/;;.jpg
140;Ирга (сортовая)2;Лиственные;127;bush_list/;;.jpg
141;Ирга канадская, 60-100см;Лиственные;128;bush_list/;;.jpg
142;"Калина ""Гордовина"" 2-4года";Лиственные;129;bush_list/;;.jpg
143;"Калина ""Гордовина"" 3-5лет";Лиственные;130;bush_list/;;.jpg
144;Калина opulus Roseum, 40-60;Лиственные;131;bush_list/;;.jpg
145;Калина Бульдонеж, 4 года;Лиственные;132;bush_list/;;.jpg
146;Калина Гордовина Aureavariegata;Лиственные;133;bush_list/;;.jpg
147;Калина обыкновенная,3-5года;Лиственные;134;bush_list/;;.jpg
148;Калина обыкновенная(сладкоплодная),3-4года;Лиственные;135;bush_list/;;.jpg
149;Керрия japonica Golden Guinea, 20-40;Лиственные;136;bush_list/;;.jpg
150;Кизильник dammeri Ursynow, 30-50см;Лиственные;137;bush_list/;;.jpg
151;Кизильник dammeri Ursynow, 40-60см;Лиственные;138;bush_list/;;.jpg
152;Кизильник atropurpureus Variegatus, 15-30см;Лиственные;139;bush_list/;;.jpg
153;Кизильник Lucidus, 40-60см;Лиственные;140;bush_list/;;.jpg
154;Кизильник Lucidus, 60-80;Лиственные;141;bush_list/;;.jpg
155;Кизильник Lusidus, 20-40см;Лиственные;142;bush_list/;;.jpg
156;Кизильник procumbens Streib's Findling, 15-25см;Лиственные;143;bush_list/;;.jpg
157;Кизильник suecicus Coral Beauty, 30-50см;Лиственные;144;bush_list/;;.jpg
158;Кизильник suecicus Coral Beauty, 40-60см;Лиственные;145;bush_list/;;.jpg
159;Кизильник блестящий;Лиственные;146;bush_list/;;.jpg
160;Лабазник вязолист;Лиственные;147;bush_list/;;.jpg
161;"Лабазник вязолист ""Aureovariegata"", 60-70см";Лиственные;148;bush_list/;;.jpg
162;"Лабазник вязолист ""Variegata"", 60-70см";Лиственные;149;bush_list/;;.jpg
163;Лаванда angustifolia Hidcote 20-40;Лиственные;150;bush_list/;150-151;.jpg
164;Лаванда angustifolia Hudcote, С1,5, 20-40см;Лиственные;151;bush_list/;150-151;.jpg
165;Лапчатка (Курильский чай),2-4года;Лиственные;152;bush_list/;;.jpg
166;Лапчатка fruticosa Annette, 20-40;Лиственные;153;bush_list/;;.jpg
167;Лапчатка fruticosa Daydawn, 20-40см;Лиственные;154;bush_list/;;.jpg
168;Лапчатка fruticosa Goldfinger, 20-30см;Лиственные;155;bush_list/;;.jpg
169;Лапчатка fruticosa Lovely Pink (Pink Beautu) 20-30;Лиственные;156;bush_list/;;.jpg
170;Лапчатка fruticosa Lovely Pink, 20-30см;Лиственные;157;bush_list/;;.jpg
171;Лапчатка fruticosa Pink Queen 20-30;Лиственные;158;bush_list/;;.jpg
172;Лапчатка fruticosa Red Ace, 20-30;Лиственные;159;bush_list/;;.jpg
173;Лапчатка fruticosa Red Ace, 15-30см;Лиственные;160;bush_list/;;.jpg
174;Лапчатка кустовая Goldfinger,15-40см;Лиственные;161;bush_list/;;.jpg
175;Лещина maxima Purpurea 60-80;Лиственные;162;bush_list/;;.jpg
176;Лох серебристый, 40-60см;Лиственные;163;bush_list/;;.jpg
177;Лох серебристый, 50-100см;Лиственные;164;bush_list/;;.jpg
178;Лох узколистный 60-100см;Лиственные;165;bush_list/;;.jpg
179;Магония aguifolium Apollo 20-40;Лиственные;166;bush_list/;;.jpg
180;Магония aguifolium, 40-60см;Лиственные;167;bush_list/;;.jpg
181;Магония aguifolium, 60-80см;Лиственные;168;bush_list/;;.jpg
182;Микробиота decussata, 10-20;Лиственные;169;bush_list/;;.jpg
183;Микробиота decussata, 20-25;Лиственные;170;bush_list/;;.jpg
184;Микробиота decussata, 40-50;Лиственные;171;bush_list/;;.jpg
185;Микробиота decussata 20-30;Лиственные;172;bush_list/;;.jpg
186;Миндаль;Лиственные;173;bush_list/;;.jpg
187;Миндаль triloba, С14, 60-80см;Лиственные;174;bush_list/;;.jpg
188;Мирикария, 3-4см;Лиственные;175;bush_list/;;.jpg
189;Полынь древовидная (кустарник), 3-4года;Лиственные;176;bush_list/;;.jpg
190;Пузыреплодник Aurea, 5-6лет;Лиственные;177;bush_list/;;.jpg
191;Пузыреплодник opulifolius Diable d Or Mindia P 20-40;Лиственные;178;bush_list/;;.jpg
192;Пузыреплодник opulifolius Diable d Or Mindia P 60-80;Лиственные;179;bush_list/;;.jpg
193;Пузыреплодник opulifolius Diablo, 60-80см;Лиственные;180;bush_list/;;.jpg
194;Пузыреплодник opulifolius Diablo, 80-100см;Лиственные;181;bush_list/;;.jpg
195;Пузыреплодник opulifolius Diabolo, 20-40-1;Лиственные;182;bush_list/;;.jpg
196;Пузыреплодник opulifolius Diabolo, 20-40-2;Лиственные;183;bush_list/;;.jpg
197;Пузыреплодник opulifolius Luteus, 60-80см;Лиственные;184;bush_list/;;.jpg
198;Пузыреплодник opulifolius Purpurea, 60-80;Лиственные;185;bush_list/;;.jpg
199;Пузыреплодник opulifolius Purpurea 40-60;Лиственные;186;bush_list/;;.jpg
200;Пузыреплодник opulifolius Red Baron, 20-40см;Лиственные;187;bush_list/;;.jpg
201;Пузыреплодник калинолистный, 2-3года;Лиственные;188;bush_list/;;.jpg
202;Пузыреплодник калинолистный, 5-6лет;Лиственные;189;bush_list/;;.jpg
203;"Ракитник ""Золотой дождь"" 2-3года";Лиственные;190;bush_list/;190;.jpg
204;Рододендрон Catawbiense Grandiflorum;Лиственные;191;bush_list/;190;.jpg
205;Рододендрон Goldpracht, 20-40см;Лиственные;192;bush_list/;191;.jpg
206;Рододендрон Haaga;Лиственные;193;bush_list/;;.jpg
207;Рододендрон Helsinki Unirersity, 20-40см;Лиственные;194;bush_list/;;.jpg
208;Рододендрон Irene Koster, 20-40см;Лиственные;195;bush_list/;;.jpg
209;Рододендрон Roseum Elegans;Лиственные;196;bush_list/;;.jpg
210;Рододендрон Roseum Elegans, 20-30см;Лиственные;197;bush_list/;;.jpg
211;Роза бедренцеплетистая, 3-4года;Лиственные;198;bush_list/;;.jpg
212;Роза Канина (собачья), 2года;Лиственные;199;bush_list/;;.jpg
213;Роза Канина (собачья), 3-4года;Лиственные;200;bush_list/;;.jpg
214;Роза многоцветковая, 3-4года;Лиственные;201;bush_list/;;.jpg
215;Роза морщинистая, 3-4года;Лиственные;202;bush_list/;;.jpg
216;Роза плетистая (сорта), 3-4года;Лиственные;203;bush_list/;;.jpg
217;Роза чайногибридная (сорта), 2года;Лиственные;204;bush_list/;;.jpg
218;Роза чайногибридная (сорта), 3-4года;Лиственные;205;bush_list/;;.jpg
219;Рябинник рябинолистный;Лиственные;206;bush_list/;;.jpg
220;Сирень Mme Lemoine, 1-1,2м;Лиственные;207;bush_list/;;.jpg
221;Сирень vulgaris Augubaefolia, 80-120см;Лиственные;208;bush_list/;;.jpg
222;Сирень vulgaris General Pershing, 80-160см;Лиственные;209;bush_list/;;.jpg
223;Сирень vulgaris Jules Simon, 80-120см;Лиственные;210;bush_list/;;.jpg
224;Сирень vulgaris Krasawica Moskwy, 100-125;Лиственные;211;bush_list/;;.jpg
225;Сирень vulgaris Krasawica Moskwy, 100-150;Лиственные;212;bush_list/;;.jpg
226;Сирень vulgaris Krasawica Moskwy, 80-100см;Лиственные;213;bush_list/;;.jpg
227;Сирень vulgaris Madame Lemoine, 50-70см;Лиственные;214;bush_list/;;.jpg
228;Сирень vulgaris Primrose, 50-70см;Лиственные;215;bush_list/;;.jpg
229;Сирень vulgaris Sensation 60-120;Лиственные;216;bush_list/;;.jpg
230;Сирень амурская, 4-5лет;Лиственные;217;bush_list/;;.jpg
231;Сирень венгерская, 3-4года;Лиственные;218;bush_list/;;.jpg
232;Сирень сортовая, 2 года;Лиственные;219;bush_list/;;.jpg
233;Сирень сортовая, 2-3года;Лиственные;220;bush_list/;;.jpg
234;Скумпия Royal Purple 40-60;Лиственные;221;bush_list/;221;.jpg
235;Снежноягодник albus var leavigatus, 60-80см;Лиственные;222;bush_list/;;.jpg
236;Снежноягодник doorenbosii Magic Berry, 50-70см;Лиственные;223;bush_list/;223;.jpg
237;Снежноягодник doorenbosii White Hedge, 80-100см;Лиственные;224;bush_list/;;.jpg
238;Снежноягодник doorenbosii White Hedge, 3-4года;Лиственные;225;bush_list/;;.jpg
239;Снежноягодник розовоплодный Amethyst, 30-50см;Лиственные;226;bush_list/;;.jpg
240;"Спирея ""ВанГутта""";Лиственные;227;bush_list/;227;.jpg
241;Спирея densiflora, 40-60см;Лиственные;228;bush_list/;;.jpg
242;Спирея japonica Dart's Red 20-40;Лиственные;229;bush_list/;;.jpg
243;Спирея japonica Firelight 20-30;Лиственные;230;bush_list/;;.jpg
244;Спирея japonica MAGIC CARPET Walbuma 20-30;Лиственные;231;bush_list/;;.jpg
245;Спирея japonica Gandlelight 20-30;Лиственные;232;bush_list/;;.jpg
246;Спирея japonica Genpei (Shirobana) 30-40;Лиственные;233;bush_list/;;.jpg
247;Спирея japonica Golden Princess 15-30;Лиственные;234;bush_list/;;.jpg
248;Спирея japonica Goldflame 30-40;Лиственные;235;bush_list/;;.jpg
249;Спирея japonica Goldmound 15-20;Лиственные;236;bush_list/;;.jpg
250;Спирея vanhouttei 100-120см;Лиственные;237;bush_list/;;.jpg
251;Спирея vanhouttei 120-140см;Лиственные;238;bush_list/;;.jpg
252;Спирея густоцветковая;Лиственные;239;bush_list/;;.jpg
253;Спирея дубровколистная;Лиственные;240;bush_list/;;.jpg
254;Спирея иволистая, 40-60см;Лиственные;241;bush_list/;;.jpg
255;Спирея иволистая, 80-100см;Лиственные;242;bush_list/;;.jpg
256;Спирея ниппонская Gerlve s Raindow, 20-30см;Лиственные;243;bush_list/;;.jpg
257;Спирея ниппонская Halward s Silver 20-40см;Лиственные;244;bush_list/;;.jpg
258;Спирея ниппонская June Bride 20-40см;Лиственные;245;bush_list/;;.jpg
259;Спирея ниппонская Snowmound 40-60см;Лиственные;246;bush_list/;;.jpg
260;Спирея ниппонская White Carpet 20-40см;Лиственные;247;bush_list/;;.jpg
261;Спирея серая снежная;Лиственные;248;bush_list/;;.jpg
262;Спирея японская Albiflora 20-30;Лиственные;249;bush_list/;;.jpg
263;Спирея японская Anthony Waterer, 30-40см;Лиственные;250;bush_list/;;.jpg
264;Спирея японская Froebelii 20-40;Лиственные;251;bush_list/;;.jpg
265;Спирея японская Froebelii, 20-40см;Лиственные;252;bush_list/;;.jpg
266;Спирея японская Goldflame 30-40;Лиственные;253;bush_list/;;.jpg
267;Спирея японская Little Princess 20-30;Лиственные;254;bush_list/;254-255;.jpg
268;Спирея японская Little Princess, 20-30см;Лиственные;255;bush_list/;254-255;.jpg
269;Спирея японская Macrophylla, 40-60см;Лиственные;256;bush_list/;;.jpg
270;Форзиция Goldrausch 40-60;Лиственные;257;bush_list/;;.jpg
271;Форзиция Goldrausch, 20-30см;Лиственные;258;bush_list/;;.jpg
272;Форзиция intermedia Beatrix Farrand, 40-60см;Лиственные;259;bush_list/;;.jpg
273;Форзиция intermedia Lynwood, 60-100см;Лиственные;260;bush_list/;;.jpg
274;Форзиция intermedia WEEK-END Courtalyn, 1 - 1,2 м;Лиственные;261;bush_list/;;.jpg
