id;product_name;cat_name;num;path;img;exp
688;Пион Majowa 3л, 80-120см;Цветы;42;flowers/;42;.jpg
689;Пион Sarah Bemhardt, 3л, 100-120см;Цветы;43;flowers/;43;.jpg
690;Пион розовый, 3л, 100-120см;Цветы;44;flowers/;44;.jpg
691;Ромашка (сиреневая), Р9;Цветы;45;flowers/;45;.jpg
692;Рудбекия Золотой шар. 2л, 70см;Цветы;46;flowers/;46;.jpg
693;"Сидальцея орегана ""Бриллиант"", Р9, 65-75см";Цветы;47;flowers/;47;.jpg
694;Сныть, Р9, 10-20см;Цветы;48;flowers/;48;.jpg
695;Флокс метельчатый;Цветы;49;flowers/;49;.jpg
696;Живучка, Р9;Почвопокровники;50;flowers/;50;.jpg
697;Земляника садовая (сорта) (клубника Виктория), 20см;Почвопокровники;51;flowers/;51;.jpg
698;Молодило Othello, Р9, 15см;Почвопокровники;52;flowers/;52;.jpg
699;Молодило Pruchonice, Р9, 10-30см;Почвопокровники;53;flowers/;53;.jpg
700;Молодило Red Papaver, Р9, 10-30см;Почвопокровники;54;flowers/;54;.jpg
701;Молодило Rote Oktober, Р9, 10-30см;Почвопокровники;55;flowers/;55;.jpg
702;Молодило Rubicundum, Р9, 10-30см;Почвопокровники;56;flowers/;56;.jpg
703;Молодило Rubin, Р9, 10-30см;Почвопокровники;57;flowers/;57;.jpg
704;Молодило гибридное, Р9, 10-30см;Почвопокровники;58;flowers/;58;.jpg
705;Молодило горное, Р9, 15см;Почвопокровники;59;flowers/;59;.jpg
706;Молодило отпрысковое, Р9, 10-30см;Почвопокровники;60;flowers/;;.jpg
707;Молодило паутинное Alabaster Р9, 15см;Почвопокровники;61;flowers/;61;.jpg
708;Молодило реснитчатое Borisii, Р9, 10-30см;Почвопокровники;62;flowers/;62;.jpg
709;Мшанка шиловидная Aurea, Р9, 5-10см;Почвопокровники;63;flowers/;63;.jpg
710;Очиток едкий , Р9;Почвопокровники;64;flowers/;64;.jpg
711;Очиток едкий Elegans geel , Р9 15см;Почвопокровники;65;flowers/;65;.jpg
712;Очиток камчатский , Р9;Почвопокровники;66;flowers/;66;.jpg
713;Очиток лидийский , Р9;Почвопокровники;67;flowers/;67;.jpg
714;Очиток ложный Fuldaglu , Р9;Почвопокровники;68;flowers/;68;.jpg
715;Тимьян карликовый, Р9, 10см;Почвопокровники;69;flowers/;69;.jpg
716;Тысячелистник Tommentosa Р9;Почвопокровники;70;flowers/;70;.jpg
717;Тысячелистник обыкновенный Paprika, Р9;Почвопокровники;71;flowers/;71;.jpg
718;Тысячелистник Коронейшн Голд, Р9;Почвопокровники;72;flowers/;72;.jpg
719;"Аквилегия ""Jewel White"", Р9";Травы;73;flowers/;73;.jpg
720;Аквилегия белая карликовая, 2л;Травы;74;flowers/;;.jpg
721;"Аконит (борец) северн.""Айворин"", Р9";Травы;75;flowers/;75;.jpg
722;Анафалис трёхжилковыё, Р9, 30см;Травы;76;flowers/;76;.jpg
723;Бузульник Прживальского, 2л, 100-120см;Травы;77;flowers/;77;.jpg
724;Вербейник монетчатый, 2л, 5-10см;Травы;78;flowers/;78;.jpg
725;"Вербейник точечный ""Variegata "", Р9, 80смсм";Травы;79;flowers/;79;.jpg
726;Горец сахалинский, 2л, 70-100см;Травы;80;flowers/;;.jpg
727;Гречиха канадская, 2л;Травы;81;flowers/;81;.jpg
728;Девясил, Р9;Травы;82;flowers/;;.jpg
729;Душничка, Р9;Травы;83;flowers/;;.jpg
730;Ежа сборная Variegata, Р9;Травы;84;flowers/;84;.jpg
731;Золотарник канадский;Травы;85;flowers/;85;.jpg
732;Канареечник, 2л;Травы;86;flowers/;86;.jpg
733;Лук-слизун, Р9;Травы;87;flowers/;87;.jpg
734;Молочай;Травы;88;flowers/;88;.jpg
735;Молочай крупноцветковый;Травы;89;flowers/;89;.jpg
736;Овсянница (голубая), Р9;Травы;90;flowers/;90;.jpg
737;Пижма (сорта), Р9;Травы;91;flowers/;91;.jpg
738;Плейграс, Р9;Травы;92;flowers/;92;.jpg
739;Полынь (сорта), 2л, 30-70см;Травы;93;flowers/;93;.jpg
740;Полынь серебристая, Р9, 50-70см;Травы;94;flowers/;;.jpg
741;Хоста подорожниковая 2л-1;Травы;95;flowers/;95;.jpg
742;Хоста подорожниковая 2л-2;Травы;96;flowers/;96;.jpg
743;Чистец крупноцветковый, Р9;Травы;97;flowers/;97;.jpg
744;Элимус, Р9;Травы;98;flowers/;98;.jpg
745;Яснотка крапчатая, Р9;Травы;99;flowers/;99;.jpg
