name;price;description;height;soil;lighting;area;form;decorative;landing
"        Груша ""Невеличка""";550;Дерево среднерослое с пирамидальной, средней густоты и облиственности кроной. Ветви прямые, расположены компактно. Кора гладкая, серо-зеленая, серебристая, с отливом. Цветки белые мелкие. Листья средние, округлые, короткозаостренные. Плоды небольшие, сочные.;2м;Неприхотлива;Солнце, полутень;зона 6В;Небольшое дерево;0;0
"        Груша ""Новинка""";550;Дерево среднерослое с пирамидальной, средней густоты и облиственности кроной. Ветви прямые, расположены компактно. Кора гладкая, серо-зеленая, серебристая, с отливом. Цветки белые мелкие. Листья средние, округлые, короткозаостренные. Плоды небольшие, сочные.;2м;Неприхотлива;Солнце, полутень;зона 6В;Небольшое дерево;0;0
"        Груша ""Уральская золотая""";550;Дерево среднерослое с пирамидальной, средней густоты и облиственности кроной. Ветви прямые, расположены компактно. Кора гладкая, серо-зеленая, серебристая, с отливом. Цветки белые мелкие. Листья средние, округлые, короткозаостренные. Плоды небольшие, сочные.;2м;Неприхотлива;Солнце, полутень;зона 6В;Небольшое дерево;0;0
"        Облепиха 2-х летка ""Великан""";200;Дерево или среднерослый куст высотой 2,5-3,5 м с овальной кроной средней густоты. Основная ветвь хорошо выделена, на побегах нет колючек. Начинает ежегодно и обильно плодоносить на четвертый год после посадки. Плоды цилиндрической формы, крупные, оранжевые созревают в середине сентября.;2,5-3,5м; Легкие супесчаные;Солнце;зона 4;Небольшое дерево;0;0
"        Облепиха 2-х летка ""Золотистая""";200;Дерево высотой до 3 м с густой компактной кроной и большим количеством летних сла­боколючих побегов. Плоды мелкие  яйцевидно-овальные, светло-оранжевые. Умеренно кислого вкуса без горечи.;3м; Легкие супесчаные;Солнце;зона 4;Небольшое дерево;0;0
"        Полукультурка 2-х летка ""Подарок садовода""";550;Сорт осенний, дерево среднерослое, плоды 60-100 г, мякоть зеленоватая, мелкозернистая, очень сочная, нежная, с ароматом, кисло-сладкая, очень хорошего вкуса, хранятся до 120 дней, зимостойкость средняя. Сорт недаром получил свое название. Это одна из самых крупных и вкусных полукультурок.;2м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Полукультурка 2-х летка ""Соковое""";550;Сорт летний, созревает в 1-й половине августа. Деревья среднерослые, ежегодно урожайные, высокозимостойкие. Плоды необыкновенно крупные массой 100-140 грамм. Мякоть белая, очень сочная, зернистая, хорошего кисло-сладкого вкуса.;2м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Полукультурка 2-х летка ""Уральское наливное""";550;Дерево среднего роста с округлой кроной. Плоды 40г, округлые, желтые. Мякоть сочная, кисло-сладкая, десертного вкуса с ароматом. Урожайность высокая, созревает в начале сентября.;2м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Декабрёнок""";550;Дeрeвo вышe срeднeгo рaзмeрa. Крoнa oкруглaя, густaя.Плoды вышe срeднeй вeличины, 165 г, мaксимум 200 г. вырoвнeнныe, oкруглo-кoничeскoй и oкруглoй фoрмы, слaбo ширoкo рeбристыe.Мякoть крeмoвaя, рыxлaя, нeжнaя, слaбo aрoмaтнaя. Вкус кислo-слaдкий, oчeнь xoрoший.;2м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Заветное""";550;Деревья среднерослые, с округлой, средней густоты кроной. Ветви отходят от ствола почти под прямыми углами.Листья мел­кие, продолговатые, короткозаостренные, темно-зеленые, матовые, гофрированные.Цветки белые, плоды небольшие, круглые.;5м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Красная Горка""";550;Деревья низкорослые, с округлой, средней густоты кроной. Ветви немногочисленные, средней толщины, красно-коричневые,побеги короткие, красно-коричневые, листья мелкие, темно-зеленые, блестящие, снизу слегка опушенные, эллиптической формы, цветки бело-розовые, плоды среднего размера, гладкие.;5м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Медуница""";550;Яблоня отличается большими размерами кроны, растущей весьма интенсивно. Форма дерева широкая, пирамидальная. При этом сами яблоки относительно средних размеров и, как правило, не превышают 100 граммов. Отличительной особенностью сорта является и необычная форма листьев.  Этот сорт выделяется удивительно пряным сладковатым медовым вкусом плодов.;5м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Мельба""";550;Деревья средней высоты, коры буро-оранжевого цвета, листья  имеют овальную, продолговатую форму, немного изогнуты, а у взрослых деревьев они выпуклые, светло-зеленого, часто с желтым оттенком цвета. Цветки крупные, бутоны имеют бело-розовый цвет с фиолетовым оттенком.Плоды Мельбы средние, округло-конической формы, уплощенные, слаборебристые.;5м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Новость Алтая""";550;Деревья средней высоты, коры буро-оранжевого цвета, листья  имеют овальную, продолговатую форму, немного изогнуты, а у взрослых деревьев они выпуклые, светло-зеленого, часто с желтым оттенком цвета. Цветки крупные, бутоны имеют бело-розовый цвет с фиолетовым оттенком.Плоды Мельбы средние, округло-конической формы, уплощенные, слаборебристые.;5м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Подарок садовода""";550;Сорт осенний, дерево среднерослое, плоды 60-100 г, мякоть зеленоватая, мелкозернистая, очень сочная, нежная, с ароматом, кисло-сладкая, очень хорошего вкуса, хранятся до 120 дней, зимостойкость средняя. Сорт недаром получил свое название. Это одна из самых крупных и вкусных полукультурок.;5м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Тамбовское""";550;Дерево сильнорослое. Крона округло-раскидистая, средней густоты. Плоды средней величины, 140г, продолговатой или овально-конической формы, ребристые. Листья крупные, продолговато-овальной формы.Цветки белые.;5м;Суглинистые,супесчаные;Солнце, полутень;зона 4;Небольшое дерево;0;0
"        Яблоня ""Феникс""";550;Деревья среднерослые, с шаровидной кроной, образованной немного­численными тонкими ветвями, отходящими от ствола под прямыми углами. Листья зеленые с матовым блеском, яйцевидной формы с маленьким кончиком. Цветки розово-белые, плоды средние.;2м;Неприхотлива;Солнце, полутень;зона 4;Небольшое дерево;0;0
        Груша(сортовая);550;Дерево среднерослое с пирамидальной, средней густоты и облиственности кроной. Ветви прямые, расположены компактно. Кора гладкая, серо-зеленая, серебристая, с отливом. Цветки белые мелкие. Листья средние, округлые, короткозаостренные. Плоды небольшие, сочные.;2м;Неприхотлива;Солнце, полутень;зона 6В;Небольшое дерево;0;0
        Облепиха крушиновидная;400;Дерево высотой 3-5 м, ветвистый, колючий, с серой корой. Листья короткочерешковые, линейно-ланцетные, сверху зеленые, снизу серебристо-белые.Цветки зеленовато-бурые собранные в короткие колоски.Плодоносит с конца августа до начала октября.;2м;Легкие супесчаные;Солнце, полутень;зона 4;Небольшое дерево;0;0
        Облепиха сортовая ;300;Дерево высотой до 3 м с густой компактной кроной и большим количеством летних сла­боколючих побегов. Плоды мелкие  яйцевидно-овальные, светло-оранжевые. Умеренно кислого вкуса без горечи;2м;Легкие супесчаные;Солнце, полутень;зона 4;Небольшое дерево;0;0
        Облепиха сортовая ;200;Дерево высотой до 3 м с густой компактной кроной и большим количеством летних сла­боколючих побегов. Плоды мелкие  яйцевидно-овальные, светло-оранжевые. Умеренно кислого вкуса без горечи;2-3м;Легкие супесчаные;Солнце, полутень;зона 4;Небольшое дерево;0;0
        Слива колючая;300;Небольшое колючее деревце 2-3 метра высотой. Молодые веточки опушенные, листья продолговато-эллиптические. Плоды - шаровидные, темно-синие, имеющие очень терпкую зеленую мякоть, не отделяющуюся от косточки.;2-3м;Легкая суглинистая;Солнце, полутень; зона 6А;Небольшое дерево;0;0
        Слива сортовая ;600;Небольшое колючее деревце 2-3 метра высотой. Молодые веточки опушенные, листья продолговато-эллиптические. Плоды - шаровидные, темно-синие, имеющие очень терпкую зеленую мякоть, не отделяющуюся от косточки.;2-3м;Легкая суглинистая;Солнце, полутень; зона 6А;Небольшое дерево;0;0
                Чурёмуха краснолистная;1400;Дерево среднего размера,Имеет круглую крону с низкоразветвленными ветвями.Кора матовая, чёрно-серая, молодые ветви оливковые или вишнёво-красные, листья продолговато-эллиптические.;0.6-10м;Перегнойная,влажная;Солнце;зона 3;Декоративное дерево;1;1
