name;price;description;height;soil;lighting;area;form;decorative;landing
            Можжевельник Juniperus MEDIA Hetzi;3100;Вечнозеленый хвойный кустарник, достигающий во взрослом состоянии высоты 4-5 м и диаметра 6-7 м. Растет быстро. Крона изящная, ажурная. Лидирующие ветви растут под углом, концы побегов тонкие, свисающие. Хвоя мелкая, чешуйчатая, мягкая, ближе к основанию – игольчатая, голубовато-зеленая. Благодаря своей неприхотливости часто используется для озеленения городов и для оформления прогулочных и лесопарковых зон. Обладает инсекцидными, фитонцидными и бактерицидными свойствами.;5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
            Можжевельник Juniperus SQUMATA BLUE CARPET1;1000;Быстрорастущий хвойный вечнозеленый кустарник, достигающий к десяти годам высоты 0,3 м, диаметра – 1,5 м. Крона плоская, широкая, сильноветвистая. Хвоя колючая серебристо-голубая. Плоды – темно-синие с белесым восковым налетом шишкоягоды. Ценится садоводами и ландшафтными дизайнерами за яркий цвет хвои и неприхотливость. Благодаря сравнительно быстрому росту этот сорт чрезвычайно популярен как почвопокровное растение.;0,3м;Неприхотлива;Солнце;зона 5А;Почвопокровный куст;0;0
            Можжевельник Juniperus SQUMATA BLUE CARPET2;1500;Быстрорастущий хвойный вечнозеленый кустарник, достигающий к десяти годам высоты 0,3 м, диаметра – 1,5 м. Крона плоская, широкая, сильноветвистая. Хвоя колючая серебристо-голубая. Плоды – темно-синие с белесым восковым налетом шишкоягоды. Ценится садоводами и ландшафтными дизайнерами за яркий цвет хвои и неприхотливость. Благодаря сравнительно быстрому росту этот сорт чрезвычайно популярен как почвопокровное растение.;0,3м;Неприхотлива;Солнце;зона 5А;Почвопокровный куст;0;0
            Можжевельник Juniperus SQUMATA MAYER;900;Элегантная крона и оригинальным цветом хвои: косо расположенные ветви со свисающими серебристо-голубыми концами вдохновляют увлеченных садоводством людей на создание неповторимых ландшафтных композиций. Особенно красив кустарник в период активного роста (конец мая – июнь). Скорость роста средняя ( 10 см в год), побеги прямые, веточки короткие. Взрослое растение может достигать 2-5м в высоту. Плоды – темно-синие с восковым налетом шишкоягоды.;5м;Неприхотлива;Солнце;зона 5В;Невысокий куст;0;0
            Можжевельник Juniperus VIRGINIANA Hetz;2300;Кустарниковый можжевельник, достигающий 3-4 м высоты при диаметре 4-6 м. Сорт быстро растёт и хорошо разрастается. Ветви жёсткие, распростёрты над землёй, а у старых экземпляров расположены косо. Хвоя преимущественно чешуевидная, серебристо-голубая. Шишки многочисленные, сизо-зеленые.;4м;Неприхотлива;Солнце;зона 5В;Высокий куст;0;0
            Можжевельник pfitzeriana Blue and Gold, С3, 20-30см;740;Кустарник раскидистой формы. Один из красивейших сортов. Высота 1,5 м, ширина 1,5 м. Местоположение: солнце, полутень. Почва песчаная, известковая, увлажненная. Плохо переносит сухость воздуха. Регулярная весенняя обрезка молодых побегов, способствует формированию более плотной кроны.;1,5м;Песчаная, известковая;Солнце, полутень;зона 5В;Раскидистый кустарник;0;0
            Можжевельник pfitzeriana Pfitzeriana Aurea, С10, 40-60см;1680;Хвойный вечнозеленый кустарник с широкой, раскидистой кроной. Растет быстро. В десятилетнем возрасте достигает высоты 1 м и диаметра 2-3 м. В более старшем возрасте может достигнуть высоты 2-3 м, а форма кроны стать приподнятой с элегантно опущенными концами ветвей. Молодые побеги ярко-желтые (особенно яркие на суглинках). Летом побеги зеленеют и к зиме кустарник становится желто-зеленым. Хвоя не периферийных побегах чешуйчатая, ближе к основанию – игольчатая.;3м;Неприхотлива;Солнце, полутень;зона 5В;Высокий куст;0;0
            Можжевельник pfitzeriana Pfitzeriana Aurea, С3, 40-60см;640;Хвойный вечнозеленый кустарник с широкой, раскидистой кроной. Растет быстро. В десятилетнем возрасте достигает высоты 1 м и диаметра 2-3 м. В более старшем возрасте может достигнуть высоты 2-3 м, а форма кроны стать приподнятой с элегантно опущенными концами ветвей. Молодые побеги ярко-желтые (особенно яркие на суглинках). Летом побеги зеленеют и к зиме кустарник становится желто-зеленым. Хвоя не периферийных побегах чешуйчатая, ближе к основанию – игольчатая.;3м;Неприхотлива;Солнце, полутень;зона 5В;Высокий куст;0;0
            Можжевельник pfitzeriana Pfitzeriana Glauca, С10, 40-60см;1850;Вечнозелёный широкораскидистый кустарник. Ветви расположены под углом. Хвоя игловидная и чешуевидная, сизо- голубая на солнечном месте до серо-зеленой в полутени, зимой с небольшим пурпурным налетом. Скорость роста умеренная, в высоту достигает 2-3 м., в ширину – 3-4 м. К почвам нетребователен, растёт на всех видах почв, от сухих до влажных, кислых и щелочных. Очень морозостойкий и засухоустойчивый сорт, устойчив к городскому климату и вредным выбросам, хорошо стрижётся. ;3м;Неприхотлива;Солнце, полутень;зона 5В;Высокий куст;0;0
            Можжевельник pfitzeriana Pfitzeriana Glauca, С3, 20-40см;480;Вечнозелёный широкораскидистый кустарник. Ветви расположены под углом. Хвоя игловидная и чешуевидная, сизо- голубая на солнечном месте до серо-зеленой в полутени, зимой с небольшим пурпурным налетом. Скорость роста умеренная, в высоту достигает 2-3 м., в ширину – 3-4 м. К почвам нетребователен, растёт на всех видах почв, от сухих до влажных, кислых и щелочных. Очень морозостойкий и засухоустойчивый сорт, устойчив к городскому климату и вредным выбросам, хорошо стрижётся. ;3м;Неприхотлива;Солнце, полутень;зона 5В;Высокий куст;0;0
            Можжевельник sabina Blue Danube 20-30;480;Прекрасный пышный вечнозеленый кустарник, способный украсить любой уголок Вашего сада. Растет сравнительно быстро, ежегодный прирост составляет 20см. Хвоя игольчатая светло-голубая в период роста и сизая осенью, зимой и ранней весной. Плоды – шаровидные шишкоягоды (можжевеловые ягоды) с голубым налетом. Высота – 1м, диаметр – 2,5м. Довольно агрессивен в борьбе за территорию, питание и влагу, поэтому при посадке следует отводить для него довольно много места.;1м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Blue Danube 60-80;1000;Прекрасный пышный вечнозеленый кустарник, способный украсить любой уголок Вашего сада. Растет сравнительно быстро, ежегодный прирост составляет 20см. Хвоя игольчатая светло-голубая в период роста и сизая осенью, зимой и ранней весной. Плоды – шаровидные шишкоягоды (можжевеловые ягоды) с голубым налетом. Высота – 1м, диаметр – 2,5м. Довольно агрессивен в борьбе за территорию, питание и влагу, поэтому при посадке следует отводить для него довольно много места.;1м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Blue Danube 90-100;3800;Прекрасный пышный вечнозеленый кустарник, способный украсить любой уголок Вашего сада. Растет сравнительно быстро, ежегодный прирост составляет 20см. Хвоя игольчатая светло-голубая в период роста и сизая осенью, зимой и ранней весной. Плоды – шаровидные шишкоягоды (можжевеловые ягоды) с голубым налетом. Высота – 1м, диаметр – 2,5м. Довольно агрессивен в борьбе за территорию, питание и влагу, поэтому при посадке следует отводить для него довольно много места.;1м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Glauca,  20-30;480;Низкий раскидистый кустарник, достигающий во взрослом состоянии высоты 1м и диаметра 5м. В молодом возрасте характеризуется довольно сдержанным ростом, однако, по мере разрастания корневой системы, становится экспансивным и довольно быстро захватывает довольно большие территории. Хвоя игольчатая сизо-зеленая, зимой приобретает бронзовый оттенок. Плоды – шишкоягоды с восковым налетом темно-синего цвета. Внимание! Все части кроны и плоды можжевельника ядовиты! ;1м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Glauca, 15-25 ;150;Низкий раскидистый кустарник, достигающий во взрослом состоянии высоты 1м и диаметра 5м. В молодом возрасте характеризуется довольно сдержанным ростом, однако, по мере разрастания корневой системы, становится экспансивным и довольно быстро захватывает довольно большие территории. Хвоя игольчатая сизо-зеленая, зимой приобретает бронзовый оттенок. Плоды – шишкоягоды с восковым налетом темно-синего цвета. Внимание! Все части кроны и плоды можжевельника ядовиты! ;1м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Glauca, 40-60  ;620;Низкий раскидистый кустарник, достигающий во взрослом состоянии высоты 1м и диаметра 5м. В молодом возрасте характеризуется довольно сдержанным ростом, однако, по мере разрастания корневой системы, становится экспансивным и довольно быстро захватывает довольно большие территории. Хвоя игольчатая сизо-зеленая, зимой приобретает бронзовый оттенок. Плоды – шишкоягоды с восковым налетом темно-синего цвета. Внимание! Все части кроны и плоды можжевельника ядовиты! ;1м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Mas 20-40;480;"Долновечный быстрорастущий хвойный вечнозеленый кустарник. Вырастает в высоту до 2м (10см в год) в диаметре – до 8м (20см в год). Крона формы перевернутого усеченного конуса со временем становится широко-распростертой. Хвоя колючая игольчатая зеленая. Сверху иголки покрыты бледно-сизым, а зимой фиолетовым налетом. Красивый, но экспансивный кустарник, который со временем займет значительную территорию.
Внимание! Большинство можжевельников ядовиты!";2м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Mas 50-70;1400;"Долновечный быстрорастущий хвойный вечнозеленый кустарник. Вырастает в высоту до 2м (10см в год) в диаметре – до 8м (20см в год). Крона формы перевернутого усеченного конуса со временем становится широко-распростертой. Хвоя колючая игольчатая зеленая. Сверху иголки покрыты бледно-сизым, а зимой фиолетовым налетом. Красивый, но экспансивный кустарник, который со временем займет значительную территорию.
Внимание! Большинство можжевельников ядовиты!";2м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Rockery Gem  20/30;570;Раскидистый кустарник, достигающий в возрасте 10 лет высоты 0,2м и ширины 2м. Максимальная высота взрослого растения 0,5м. Ветви расположены горизонтально, хвоя игольчатая, голубовато-зеленого цвета. Требования к условиям произрастания невысоки. Рекомендуется применение в альпийских горках и альпинариях, в качестве почвопокровного растения.;0,2м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Tamariscifolia;930;Невысокий (1м высотой и 2м в диаметре) хвойный вечнозеленый кустарник. Крона горизонтально-направленная, распростертая. Короткие побеги растут вверх, поэтому ветки, располагаясь внахлест, с годами делают форму кустарника куполообразной. Хвоя, в основном, игловидная, слегка изогнутая, по 3 шт. в мутовке, светло-зеленая или голубовато-зеленая с белой полоской сверху. Благодаря неприхотливости кустарник любим садоводами. Обладает бактерицидными и инсекцидными свойствами.;1м;Неприхотлива;Солнце, полутень;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Tamariscifolia   10/20;150;Невысокий (1м высотой и 2м в диаметре) хвойный вечнозеленый кустарник. Крона горизонтально-направленная, распростертая. Короткие побеги растут вверх, поэтому ветки, располагаясь внахлест, с годами делают форму кустарника куполообразной. Хвоя, в основном, игловидная, слегка изогнутая, по 3 шт. в мутовке, светло-зеленая или голубовато-зеленая с белой полоской сверху. Благодаря неприхотливости кустарник любим садоводами. Обладает бактерицидными и инсекцидными свойствами.;1м;Неприхотлива;Солнце, полутень;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Tamariscifolia  20-30;600;Невысокий (1м высотой и 2м в диаметре) хвойный вечнозеленый кустарник. Крона горизонтально-направленная, распростертая. Короткие побеги растут вверх, поэтому ветки, располагаясь внахлест, с годами делают форму кустарника куполообразной. Хвоя, в основном, игловидная, слегка изогнутая, по 3 шт. в мутовке, светло-зеленая или голубовато-зеленая с белой полоской сверху. Благодаря неприхотливости кустарник любим садоводами. Обладает бактерицидными и инсекцидными свойствами.;1м;Неприхотлива;Солнце, полутень;зона 4;Раскидистый кустарник;0;0
            Можжевельник sabina Tamariscifolia  30-40;930;Невысокий (1м высотой и 2м в диаметре) хвойный вечнозеленый кустарник. Крона горизонтально-направленная, распростертая. Короткие побеги растут вверх, поэтому ветки, располагаясь внахлест, с годами делают форму кустарника куполообразной. Хвоя, в основном, игловидная, слегка изогнутая, по 3 шт. в мутовке, светло-зеленая или голубовато-зеленая с белой полоской сверху. Благодаря неприхотливости кустарник любим садоводами. Обладает бактерицидными и инсекцидными свойствами.;1м;Неприхотлива;Солнце, полутень;зона 4;Раскидистый кустарник;0;0
            Можжевельник scopulorum Blue Arrow 40-60;420;Узкая колоновидная крона напоминает стрелу. Жесткие, вертикально растущие, плотно прижатые к стволу побеги, прирастают примерно 15 см в год. В 10-летнем возрасте растение достигает 2-2,5м в высоту и 0,5-0,7м в диаметре. Хвоя ярко-голубая, мягкая, чешуйчатая. Плоды – сизовато-синие шишкоягоды. Дополнительным плюсом «Blue Arrow» является то, что нижние ветви растут почти от самого основания ствола и очень долгое время сохраняются. Эта особенность дает неограниченные возможности в универсальном использовании сорта.;3м;Неприхотлива;Солнце;зона 5А;Высокий куст;0;0
            Можжевельник scopulorum Blue Swede 20-40;460;"Хвойный вечнозеленый кустарник с раскидистой кроной. В молодом возрасте крона распростертая, позже – приподнятая с опущенными концами побегов. Рост умеренный: в 10-летнем возрасте достигает высоты 0,6м, диаметра 1,5м; максимальный размер – 1,5м в высоту и 3м в диаметре. Хвоя ярко-голубая, уплощенная, колючая. Плоды – темно-синие с сизым налетом круглые шишкоягоды. Вынослив, долговечен (встречались экземпляры с возрастом не менее 1000 лет). Обладает фитонцидными, инсекцидными и бактерицидными свойствами";1,5м;Неприхотлива;Солнце;зона 5А;Раскидистый кустарник;0;0
            Можжевельник virginiana Grey Owl 40/60;860;Вечнозеленый кустарник с ежегодным приростом 10см в высоту и 20см в ширину достигает во взрослом состоянии высоты 2-3м, ширины – 5-7м. Ветви диагонально приподнятые или лежачие, окончания побегов пониклые. Хвоя на концах побегов чешуйчатая, в нижней части побегов – игольчатая серо-голубая или серо-зеленая короткая (до 0,7см). Плоды – шаровидные плотные серо-голубые шишкоягоды. ;3м;Неприхотлива;Солнце;зона 5А;Высокий куст;0;0
            Можжевельник virginiana Hetz 20-40;150;Вечнозеленый хвойный кустарник, достигающий во взрослом состоянии высоты 4-5 м и диаметра 6-7 м. Растет быстро. Крона изящная, ажурная. Лидирующие ветви растут под углом, концы побегов тонкие, свисающие. Хвоя мелкая, чешуйчатая, мягкая, ближе к основанию – игольчатая, голубовато-зеленая. Благодаря своей неприхотливости часто используется для озеленения городов и для оформления прогулочных и лесопарковых зон. Обладает инсекцидными, фитонцидными и бактерицидными свойствами.;5м;Неприхотлива;Солнце;зона 5А;Высокий куст;0;0
            Можжевельник x media Mint Julep 80-100;1510;Широкораскидистый кустарник. Высота 1,5 м, диаметр кроны 3 м. Растет быстро. Сохраняет сочно-зеленую окраску хвои зимой. Местоположение: солнце, полутень. Почва: свежая, дренированная, плодородная. Регулярная весенняя обрезка молодых побегов, способствует формированию более плотной кроны.;1,5м;Плодородная ;Солнце, полутень;зона 5А;Раскидистый кустарник;0;0
            Можжевельник горизонтальный Blue Chip 15-25;150;Медленнорастущий низкорослый вечнозеленый карликовый кустарник, во взрослом состоянии достигает 0,3м в высоту и 1,5 в ширину. Хвоя плотная, короткая 3-5мм, игловидная, колючая, сизая, осенью часто приобретает сиреневатый или бурый оттенок. Семена – шаровидные шишкоягоды почти черного цвета 5-6 мм в диаметре.;0,2м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник горизонтальный Blue Chip, С2/3,  20-40см;540;Медленнорастущий низкорослый вечнозеленый карликовый кустарник, во взрослом состоянии достигает 0,3м в высоту и 1,5 в ширину. Хвоя плотная, короткая 3-5мм, игловидная, колючая, сизая, осенью часто приобретает сиреневатый или бурый оттенок. Семена – шаровидные шишкоягоды почти черного цвета 5-6 мм в диаметре.;0,2м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник горизонтальный Glacier 20-30;480;Красивый можжевельник стелющейся формы, медленнорастущий, в 10 лет вырастает до 10см в высоту и в диаметре до 1м. Это один из наиболее ярких голубых сортов. Побеги нежные, валиковидные. Не требователен. Рекомендуется для небольших садов как почвопокровник, для альпинариев и горок, как контейнерное растение.;1м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник горизонтальный Glauca, С3,  20-40см;540;Карлик среди можжевельников к 10 годам его высота составит всего лишь 20см, а диаметр – 40см. В более взрослом возрасте (к 40 годам) может достигнуть размеров 40см в высоту и 2м в диаметре. Ежегодный прирост не превышает 4см в высоту и 6см в длину. Хвоя голубовато-стального цвета круглый год, чешуйчатая. Побеги тонкие, многочисленные, горизонтально направленные, кажутся нитевидными благодаря тому, что листочки плотно прилегают к веткам. У молодого растения побеги плотно прижаты к земле. Разрастаясь, Глаука выглядит голубоватым холмиком из-за того, что даже в солидном возрасте это растение продолжает возобновлять побеги из основания ветвей. Таким образом, молодые веточки, пробиваясь к солнцу, образуют все новые и новые слои.;0,4м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник горизонтальный Golden Carpet, С2/3,  15-25см;740;Карликовый вечнозеленый кустарник высотой 0,15м, диаметром 1,5м и годовым приростом 0,1м часто используется в ландшафтном дизайне больших и малых садов, городских садиков и парков. В Европе его нередко можно видеть спускающимся золотистой гривой желто-зеленых побегов с каменистых подпорных стенок и откосов. Мягкая чешуйчатая хвоя плотно сидит на тонких побегах, которые, переплетаясь, создают неповторимый узорчатый ковер.;1,5м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
            Можжевельник горизонтальный Plumosa, С3,  30-50см;540;"Карликовая, кустарниковая форма, достигающая в 10 лет не больше 1 м высоты и такого же диаметра. Хвоя золотисто-желтая, зимой коричнево-жёлтая в виде чешуек, концы побегов слегка свисающие.
Это один из самых красивых жёлтых сортов можжевельника, рекомендуемый для рокариев и смешанных композиций.  ";1м;Неприхотлива;Солнце;зона 4;Раскидистый кустарник;0;0
