name;price;description;height;soil;lighting;area;form;decorative;landing
                Барбарис thunbergii Admiration  15-20;710;Листопадный, очень густой карликовый кустарник. Достигает высоты 0,6 м., при ширине до 1 м. Кора красно - коричневая, гранёные побеги с трёхраздельными маленькими острыми шипами. Листья очередные, яйцевидные, длиной 1-2 см., красно- пурпурные, молодые побеги ярко-красные. Осення окраска - от ярко красной до желтой. Цветёт в мае жёлто - красными кистями. Корневая система хорошо разветвлена, с большим количеством тонких корней. Почвы предпочитает кислые или слабо щелочные, лучше свежие. Не выносит переувлажнения.;0,6м;Кислые, слабощелочные;Солнце;зона 5А;Раскидистый кустарник;0;0
                Барбарис thunbergii Atropurpurea, 30-50см;360;Листопадный подушкообразный плотнорастущий низкий кустарник. Кора красно - коричневая, гранёные побеги с трёхраздельными маленькими острыми шипами. Листья очередные, яйцевидные, длиной 1-2 см., тёмно - пурпурно - коричневые, рано распускаются, осення окраска - ярко красная. Цветёт в мае жёлто - красными кистями. Достигает высоты 0,6 м., при ширине до 1 м.Корневая система хорошо разветвлена, с большим количеством тонких корней. Почвы предпочитает кислые или слабо щелочные, лучше свежие.;0,6м;Кислые, слабощелочные;Солнце, полутень;зона 5А;Раскидистый кустарник;0;0
                Барбарис thunbergii Aurea, 15-30см;500;Медленнорастущий компактный кустарник с округлой формой кроны диаметром 1 - 1,5м. Его главное достоинство - яркие лимонно-желтые листья, немного зеленеющие к концу лета. Молодые побеги покрыты одиночными шипами такой же желтовато-зеленой окраски. Осенью листья становятся оранжево-желтыми. В середине весны (апрель - май) появляются желтые цветки по 3 - 5 штук в соцветиях, а затем блестящие ярко-красные несъедобные плоды, которые остаются на ветвях даже после опадания листьев и красиво выделяются зимой на фоне снега.;1,5м;Неприхотлива;Полутень;зона 5А;Невысокий куст;1;0
                Барбарис thunbergii Bagatelle, 10-20см;610;Листопадный карликовый подушкообразный кустарник. Достигает высоты 0,4 м., при ширине до 0,8 м. Кора красно - коричневая. Побеги гранёные с трёхраздельными маленькими острыми шипами. Листья очередные, яйцевидные, длиной 1-2 см. Окраска листьев тёмно - пурпурно - коричневые, осення окраска - ярко красная. Цветет мелкими желтыми цветами. Корневая система хорошо разветвлена, с большим количеством тонких корней. ;0,4м;Кислые, слабощелочные;Солнце;зона 5А;Раскидистый кустарник;0;0
                Барбарис thunbergii Erecta 20-40;390;Красивый колонообразный кустарник высотой до 150 cм. Крона вертикальная в молодом возрасте, со временем слегка раскидистая, очень плотная, широкая. Побеги прямые, с шипами, листья светло-зелёные, осенью – желто-красные. Предпочитает солнечные места, но терпим к частичному затенению. Используется в одиночных, групповых посадках, у водоема, для живой изгороди.;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Golden Garpet  30-40;910;Невысокий кустарник с длинными склоняющимися побегами. Достигает 0.9м в высоту и 1,5м в диаметре. Листья мелкие, с изменяющейся окраской, летом ярко-желтые, осенью становятся оранжевыми. Цветки желтые, цветет в мае- июне. Зимостоек. Предпочитает солнечное местоположение. К почвам не требователен, может произрастать на почвах любой кислотности. ;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Golden Ring  ;850;Высота куста и диаметр кроны 1,5-2м.Крона округлая, довольно широкая. Листья пурпурно-красные с ровной желтой каймой по краю листа, яйцевидные или почти округлые, длиной 1-3 см, сужающиеся у основания в короткий черешок. Причем кайма у листа проявляется в середине лета! Осенняя окраска — яркая, алая. Полное окрашивание проявляется не каждый год. Цветет в конце мая — начале июня, не обильно. Цветки одиночные или собраны в соцветия по несколько штук (2-5), внутри желтые снаружи красные.;2м;Неприхотлива;Солнце, полутень;зона 5А;Высокий куст;1;0
                Барбарис thunbergii Golden Ring 30-40;450;Высота куста и диаметр кроны 1,5-2м.Крона округлая, довольно широкая. Листья пурпурно-красные с ровной желтой каймой по краю листа, яйцевидные или почти округлые, длиной 1-3 см, сужающиеся у основания в короткий черешок. Причем кайма у листа проявляется в середине лета! Осенняя окраска — яркая, алая. Полное окрашивание проявляется не каждый год. Цветет в конце мая — начале июня, не обильно. Цветки одиночные или собраны в соцветия по несколько штук (2-5), внутри желтые снаружи красные.;2м;Неприхотлива;Солнце, полутень;зона 5А;Высокий куст;1;0
                Барбарис thunbergii Golden Ring, 20-30см;450;Высота куста и диаметр кроны 1,5-2м.Крона округлая, довольно широкая. Листья пурпурно-красные с ровной желтой каймой по краю листа, яйцевидные или почти округлые, длиной 1-3 см, сужающиеся у основания в короткий черешок. Причем кайма у листа проявляется в середине лета! Осенняя окраска — яркая, алая. Полное окрашивание проявляется не каждый год. Цветет в конце мая — начале июня, не обильно. Цветки одиночные или собраны в соцветия по несколько штук (2-5), внутри желтые снаружи красные.;2м;Неприхотлива;Солнце, полутень;зона 5А;Высокий куст;1;0
                Барбарис thunbergii Golden Ring, 30-50см;510;Высота куста и диаметр кроны 1,5-2м.Крона округлая, довольно широкая. Листья пурпурно-красные с ровной желтой каймой по краю листа, яйцевидные или почти округлые, длиной 1-3 см, сужающиеся у основания в короткий черешок. Причем кайма у листа проявляется в середине лета! Осенняя окраска — яркая, алая. Полное окрашивание проявляется не каждый год. Цветет в конце мая — начале июня, не обильно. Цветки одиночные или собраны в соцветия по несколько штук (2-5), внутри желтые снаружи красные.;2м;Неприхотлива;Солнце, полутень;зона 5А;Высокий куст;1;0
                Барбарис thunbergii Green Garpet, 20-30см;350;Невысокий кустарник с длинными склоняющимися побегами. Достигает 0.9м в высоту и 1,5м в диаметре. Листья мелкие, с изменяющейся окраской, летом ярко-желтые, осенью становятся оранжевыми. Цветки желтые, цветет в мае- июне. Зимостоек. Предпочитает солнечное местоположение. К почвам не требователен, может произрастать на почвах любой кислотности. ;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Kobold 10-20;430;Изящный, миниатюрный кустарник. Высота и диаметр кроны куста до 0,5 м. Крона шаровидная, компактная. Кора красновато-коричневая. Побеги короткие, с изгибами, со светло-коричневой корой и острыми шипами.  Листья изумрудно-зеленые, небольшие, осенью становятся ярко желтыми или оранжевыми. Шипы трехраздельные. Листья яйцевидные, до 1,5 см длины, летом темно-зеленые, блестящие, осенью желтые или шарлахово-красные. Цветет в мае. Цветки диаметром до 1 см, внутри желтые, снаружи красные, собраны в небольшие соцветия. Плоды многочисленные, блестящие, розовые или ярко-красные, съедобные, созревают в сентябре.  ;0,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Kornik, 30-50см;350;Колючий кустарник средней величины с пестрыми листьями. Достигает 1 - 1,5м высотой. Листья кустарника бледно-зеленые с многочисленными кремово-белыми пятнами и полосками. Цветки желтые, появляются в мае.;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Высокий куст;0;0
                Барбарис thunbergii Kornik, 50-70;420;Колючий кустарник средней величины с пестрыми листьями. Достигает 1 - 1,5м высотой. Листья кустарника бледно-зеленые с многочисленными кремово-белыми пятнами и полосками. Цветки желтые, появляются в мае.;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Высокий куст;0;0
                Барбарис thunbergii Maria ;480;Листопадный колючий кустарник со строго вертикальными побегами. Высота 0,7-1,5 м, ширина 0,5-1 м. Листья округлые и продолговатые, при распускании оранжево-красные, летом золотисто-желтые с красным ободком, осенью от оранжевого до пурпурного цвета. Цветет в мае-июне желтыми цветками, собранными в соцветия по несколько штук. Плоды красные, блестящие, мелкие, созревают в сентябре.;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Maria  10-20;580;Листопадный колючий кустарник со строго вертикальными побегами. Высота 0,7-1,5 м, ширина 0,5-1 м. Листья округлые и продолговатые, при распускании оранжево-красные, летом золотисто-желтые с красным ободком, осенью от оранжевого до пурпурного цвета. Цветет в мае-июне желтыми цветками, собранными в соцветия по несколько штук. Плоды красные, блестящие, мелкие, созревают в сентябре.;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Orange Rocket  20-30;650;"Листопадный медленнорастущий кустарник с крепкими, колючими, вертикально растущими побегами. Крона колоновидная. Высота до 1,2 м, ширина 0,5 - 0,6 м. Листья - небольшие, гладкие, яйцевидной формы, слегка суженные к основанию. Цвет листвы - желто-оранжевый у молодых приростов и красно-пурпурный у основных листьев. Осенью преобладают красные тона. Светолюбив; в затененных местах теряет декоративную окраску листьев. Солнцелюбив, но неплохо переносит полутень. Корневая система хорошо разветвлена, с большим количеством тонких корней.";1,2м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Red Carpet 20-30;390;"Раскидистый кустарник высотой до 1-1,5 м, с плавно изогнутыми ветвями, образующий округлую ""подушку"" до 1,5 м в диаметре. Листья ярко-красные, осенью багряно-красные. Цветы красные с желтым внутри, собраны в кисти. Цветет в мае-июне. Розово-красные плоды созревают в сентябре-октябре.";1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Red Carpet, 20-40см;360;"Раскидистый кустарник высотой до 1-1,5 м, с плавно изогнутыми ветвями, образующий округлую ""подушку"" до 1,5 м в диаметре. Листья ярко-красные, осенью багряно-красные. Цветы красные с желтым внутри, собраны в кисти. Цветет в мае-июне. Розово-красные плоды созревают в сентябре-октябре.";1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Red Carpet, 30-40см;420;"Раскидистый кустарник высотой до 1-1,5 м, с плавно изогнутыми ветвями, образующий округлую ""подушку"" до 1,5 м в диаметре. Листья ярко-красные, осенью багряно-красные. Цветы красные с желтым внутри, собраны в кисти. Цветет в мае-июне. Розово-красные плоды созревают в сентябре-октябре.";1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Rose Glow  30-50;440;Листопадный кустарник, достигает высоты не более 1.5 метра. Крона округлая, густая, шарообразная с горизонтально направленными красноватыми побегами. Ветки барбариса Тубенрога Rose Glow покрыты длинными шипами. Кустарник отличается красивыми листьями: тёмно-пурпурная листовая пластинка по краю окаймлена розовой полосою, иногда листья с розовыми штрихами. К осени становятся фиолетовыми. Цветки двухцветные: снаружи красные, внутри жёлтые, собраны в кисти, и появляются в конце апреля - начале мая. Блестящие овальные плоды красного цвета.;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Rose Glow, 20-40см;450;Листопадный кустарник, достигает высоты не более 1.5 метра. Крона округлая, густая, шарообразная с горизонтально направленными красноватыми побегами. Ветки барбариса Тубенрога Rose Glow покрыты длинными шипами. Кустарник отличается красивыми листьями: тёмно-пурпурная листовая пластинка по краю окаймлена розовой полосою, иногда листья с розовыми штрихами. К осени становятся фиолетовыми. Цветки двухцветные: снаружи красные, внутри жёлтые, собраны в кисти, и появляются в конце апреля - начале мая. Блестящие овальные плоды красного цвета.;1,5м;Неприхотлива;Солнце, полутень;зона 5А;Невысокий куст;0;0
                Барбарис thunbergii Smaragd  20-40;180;Вертикальный листопадный кустарник высотой до 2 метров. Крона правильной широко-пирамидальной формы. Побеги коричневого цвета, кора покрыта колючками. Листья небольшие, летом темно-зеленого цвета, осенью золотисто-желтые. Цветёт в мае, цветки желтого цвета. Плодоносит в августе-сентябре, плоды красные. Корневая система поверхностная. Для этого сорта требуется слегка влажная плодородная почва. Растение светолюбивое, хорошо растет на открытых солнечных местах.;2м;Плодородная;Солнце;зона 5А;Высокий куст;0;0
                Барбарис амурский Berberis, 3-4года;350;Листопадный куст до 3,5 м высотой. молодые побеги желтоватые, позднее серые. Листья эллиптические или обратнояйцевидные, по краю мелко-колючезубчатые. Колючки желтоватые, 3-раздельные, до 3 см длиной, на вегетативных побегах длинные, на одногодичных порослевых у основания 4—5-, иногда 7-раздельные. Цветки желтые.;3,5м;Неприхотлива;Солнце;зона 5А;Высокий куст;0;0
                Барбарис обыкновенный,3-4года;240;Высокий, сильно ветвистый, колючий кустарник, высотой до 2,5 м, с ползучими, одревесневающими корневищами. Побеги гранистые, прямостоящие, желтоватые или желтовато-пурпурные, позднее беловато-серые. Листья — очерёдные тонкие, обратно-яйцевидные или эллиптические. Цветёт в апреле — мае.;2,5м;Неприхотлива;Солнце, полутень;зона 5А;Высокий куст;0;0
                Барбарис Тунберга(жёлтый),3-4года;420;Высокий, сильно ветвистый, колючий кустарник, высотой до 2,5 м, с ползучими, одревесневающими корневищами. Побеги гранистые, прямостоящие, желтоватые или желтовато-пурпурные, позднее беловато-серые. Листья — очерёдные тонкие, обратно-яйцевидные или эллиптические. Цветёт в апреле — мае.;2,5м;Неприхотлива;Солнце, полутень;зона 5А;Высокий куст;0;0
                Бересклет alatus, 30-50;850;Медленно растущий листопадный кустарник с широкораскидистой, густо разветвлённой кроной. Высотой 2 - 3 (4) м., с возрастом (в природе) разрастается в ширину. Годовой прирост в высоту и ширину 15 см. Корни очень тонкие и густоразветвлённые, поверхностные. Кора у бересклета очень интересна, необычные пробковые крылья по краям четырехгранных зеленовато-коричневых побегов создают ощущение воздушности. Листья супротивно расположенные, обратно-яйцевидные или эллиптические, зелёные, с нижней стороны светлые, осенью ярко-красные.;4м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Бересклет alatus Compactus 40-60;1050;Благодаря живописной осенней окраске часто используется в озеленении небольших приусадебных участков, садов, также используется в качестве низкой изгороди, при декорировании бордюров. Светло-зеленые листья осенью приобретают оттенки красного, желтого, оранжевого, округлые, 3-5 см в длину. Цветет в мае-июне, цветы невзрачные и мелкие, зелено-желтые, собраны в зонтичные соцветия. Плоды красно-оранжевые.;1м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Blondy 20-30;270;Вечнозеленый низкорослый кустарник с пёстрыми листьями. Высота до 0,5 м, диаметр до 1 м. Растет быстро. Крона густая, распростертая, круглая. Побеги немного стелющиеся. Листья тёмно-зелёные, с большими выразительными жёлто-белыми пятнами в середине, осенью листва розово-красная. Цветет этот сорт в мае, малозаметно. Высаживать нужно на солнечных или полутенистых местах. Хорошо растет на любой богатой перегноем влажной садовой почве.;0,5м;Плодородная;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Emerald Gaiety, 30-40;350;Вечнозеленый стелющийся кустарник с густыми побегами, которые у молодых растений приподняты, а у взрослых - густо стелятся по земле. На открытых пространствах достигает высоты 0,25 - 0,3 м. В то же время растение может подниматься по различным препятствиям (деревья, стены) на высоту до 2 м. Листья небольшие, в основном эллиптической формы, середина листа зеленая, периферия - красивой мраморной фактуры, края листьев - белые. Осенью листья приобретают коричнево-красный цвет, белая каемка становится розовым. Морозостоек. К почвам нетребователен.;0,2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Emerald Gaiety  20-30;280;Вечнозеленый стелющийся кустарник с густыми побегами, которые у молодых растений приподняты, а у взрослых - густо стелятся по земле. На открытых пространствах достигает высоты 0,25 - 0,3 м. В то же время растение может подниматься по различным препятствиям (деревья, стены) на высоту до 2 м. Листья небольшие, в основном эллиптической формы, середина листа зеленая, периферия - красивой мраморной фактуры, края листьев - белые. Осенью листья приобретают коричнево-красный цвет, белая каемка становится розовым. Морозостоек. К почвам нетребователен.;0,2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Emerald Gaiety ,Р11, 15-25см;310;Вечнозеленый стелющийся кустарник с густыми побегами, которые у молодых растений приподняты, а у взрослых - густо стелятся по земле. На открытых пространствах достигает высоты 0,25 - 0,3 м. В то же время растение может подниматься по различным препятствиям (деревья, стены) на высоту до 2 м. Листья небольшие, в основном эллиптической формы, середина листа зеленая, периферия - красивой мраморной фактуры, края листьев - белые. Осенью листья приобретают коричнево-красный цвет, белая каемка становится розовым. Морозостоек. К почвам нетребователен.;0,2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Emerald n Gold   30-40;350;Вечнозеленый изящный кустарник с широко-округлой кроной, которая с возрастом становится более вытянутой. Ветви густоразветвленные. Скорость роста средняя. Высота 0,6 м, ширина - до 1,5 м. Листья эллиптической формы, середина листа темно-зеленая, мраморная, края листа - лимонно-желтые. Зимой окраска листвы меняется на розовую. Хорошо растет в полутени, в тени растет неплохо, но листва в тени может терять свою яркую окраску. ;0,6м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Emerald n Gold ,Р11, 20-30см;280;Вечнозеленый изящный кустарник с широко-округлой кроной, которая с возрастом становится более вытянутой. Ветви густоразветвленные. Скорость роста средняя. Высота -: 0,6 м, ширина - до 1,5 м. Листья эллиптической формы, середина листа темно-зеленая, мраморная, края листа - лимонно-желтые. Зимой окраска листвы меняется на розовую. Хорошо растет в полутени, в тени растет неплохо, но листва в тени может терять свою яркую окраску. ;0,6м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Interbolwi 15-25;270;Яркий вечнозеленый кустарник с пестрыми листьями. Образует ковры. Высота до 0,3 м.  Хорошо растет на любой богатой перегноем садовой почве. На зиму надо прикрывать.  Может расти под кронами больших деревьев. Листья темно-зеленые с большим выразительным желто-белым пятном посередине. ;0,3м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Sunspot   30-40;350;"Вечнозеленый кустарник округлой формы, распростёртый, кустовидный. На побегах образуется много воздушных корней. Листья пёстрые, в середине жёлто-белые, по краям зелёные. Не цветет и не плодоносит. Диаметр кроны взрослого растения 1 м, а высота 0,6 м.
Листва жёлто-бело-зелёная .
";0,6м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет fortunei Sunspot ,Р1,5, 20-30см;270;"Вечнозеленый кустарник округлой формы, распростёртый, кустовидный. На побегах образуется много воздушных корней. Листья пёстрые, в середине жёлто-белые, по краям зелёные. Не цветет и не плодоносит. Диаметр кроны взрослого растения 1 м, а высота 0,6 м.
Листва жёлто-бело-зелёная .
";0,6м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Бересклет бородавчатый,3-4года;300;Кустарник 1—2 м высотой с цилиндрическими ветвями, отличается тёмно-коричневыми или чёрными бородавочками, довольно густо покрывающими его ствол и ветв. Листья эллиптические, ярко-зелёные летом, багряно-розовые осенью. Цветки с четырьмя округлыми лепестками, зеленоватыми или буроватыми.;2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Бирючина vulgare, 40-60см;450;Листопадный или полувечнозеленый куст до 5 м высотой. Листья супротивные, ланцетные или широкоэллиптические, 2—7 см длиной и 0,5—2 см шириной, кожистые, со слегка завернутыми краями, сверху темно-зеленые, снизу светло-зеленые. Цветки мелкие, белые или кремовые, в густых стоячих пирамидальных метелках до 8 см длиной. Плод — шаровидная или обратно-яйцевидная, ягодообразная костянка черного цвета. Цветет в июне — августе. Плоды созревают в сентябре — октябре.;5м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Бузина nigra Laciniata, 50-70см;550;Кустарник с прямо поднятыми побегами, достигающий 3 м высоты. Листья сочно-зеленые, крупные, сильно рассеченные, как будто состоящие из мелких лепестков. Цветки кремово -белые, душистые, в крупных, плоских щитковидных соцветиях, развиваются в июне – июле. Плоды чёрные, созревают в сентябре.;3м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Бузина красная,5-6лет;2000;Кустарник высотой до 3 м, с серовато-бурой корой. Листья супротивные, неравноперистые, сложные. Весной содержат антоциан, придающий им фиолетовый оттенок. Цветки мелкие, зеленоватые, собраны в большие соцветия — метелки,  торчащие вверх. Листья, кора, цветки неприятного запа­ха. Ягоды не съедобны, но охотно поедаются птицами.;3м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
